date,rank,title,author,description
2011-07-10,12,ROOM,Emma Donoghue,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.
2011-07-10,13,FALLEN,Karin Slaughter,"The mother of the Georgia cop Faith Mitchell is taken hostage, and the evidence unveils police corruption, bribery and murder."
2011-07-10,14,10TH ANNIVERSARY,James Patterson and Maxine Paetro,Detective Lindsay Boxer and the Women’s Murder Club race to find a missing baby.
2011-07-10,15,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier.
2011-07-10,16,BURIED PREY,John Sandford,"For 25 years the unsolved kidnapping of two girls has haunted the Minneapolis detective Lucas Davenport. But now, their bodies have been found."
2011-07-10,17,SIZZLING SIXTEEN,Janet Evanovich,The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.
2011-07-10,18,CARTE BLANCHE,Jeffery Deaver,"A young James Bond, on a global mission for a unit of British security, must foil a plot to kill thousands of citizens."
2011-07-10,19,UNLOCKED,Courtney Milan,"What’s tormenting the Earl of Westfeld may be the stirrings of love for his former victim, the perpetual wallflower Lady Elaine Warren."
2011-07-10,20,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,"In the last volume of the Millennium trilogy, Mikael Blomkvist and Lisbeth Salander are threatened by an adversary from deep within the government."
2011-07-10,1,SMOKIN’ SEVENTEEN,Janet Evanovich,"A killer is after the bounty hunter Stephanie Plum, who faces further complications as she tries to choose a boyfriend."
2011-07-10,2,THE HELP,Kathryn Stockett,A young white woman and two black maids in 1960s Mississippi.
2011-07-10,3,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2011-07-10,4,WATER FOR ELEPHANTS,Sara Gruen,"After his parents are killed in a car accident, a young veterinary student — and an elephant — save a Depression-era circus."
2011-07-10,5,AGAINST ALL ENEMIES,Tom Clancy with Peter Telep,Maxwell Moore pursues the terrorists who killed his C.I.A. colleagues in a bomb attack in Pakistan.
2011-07-10,6,THE DEVIL COLONY,James Rollins,The discovery of a lost colony reveals a conspiracy from the nation’s founding; a Sigma Force novel.
2011-07-10,7,STATE OF WONDER,Ann Patchett,"In the Amazon basin, a medical researcher searches for her former mentor, a despotic scientist who is developing a miracle fertility drug."
2011-07-10,8,A CLASH OF KINGS,George RR Martin,"From the citadel of Dragonstone to the shores of Winterfell, factions vie for control of a divided land; Book 2 of ""A Song of Ice and Fire."""
2011-07-10,9,ONE SUMMER,David Baldacci,"As Christmas nears, a terminally ill man is preparing his family for his death when another tragedy strikes."
2011-07-10,10,SILVER GIRL,Elin Hilderbrand,"The wife of a Wall Street crook retreats to Nantucket, where she faces an array of relationship troubles."
2011-07-10,11,LEARNING,Karen Kingsbury,"While Bailey Flanigan pursues her dream of being an actress in New York, Cody coaches small-town high school football."
2011-07-10,12,ROOM,Emma Donoghue,The entire world of the 5-year-old boy who narrates this novel is the 11-by-11-foot room in which his mother is being held prisoner.
2011-07-10,13,FALLEN,Karin Slaughter,"The mother of the Georgia cop Faith Mitchell is taken hostage, and the evidence unveils police corruption, bribery and murder."
2011-07-10,14,10TH ANNIVERSARY,James Patterson and Maxine Paetro,Detective Lindsay Boxer and the Women’s Murder Club race to find a missing baby.
2011-07-10,15,THE GIRL WITH THE DRAGON TATTOO,Stieg Larsson,A hacker and a journalist investigate the disappearance of a Swedish heiress 40 years earlier.
2011-07-10,16,BURIED PREY,John Sandford,"For 25 years the unsolved kidnapping of two girls has haunted the Minneapolis detective Lucas Davenport. But now, their bodies have been found."
2011-07-10,17,SIZZLING SIXTEEN,Janet Evanovich,The bounty hunter Stephanie Plum comes to the aid of a cousin with gambling debts.
2011-07-10,18,CARTE BLANCHE,Jeffery Deaver,"A young James Bond, on a global mission for a unit of British security, must foil a plot to kill thousands of citizens."
2011-07-10,19,UNLOCKED,Courtney Milan,"What’s tormenting the Earl of Westfeld may be the stirrings of love for his former victim, the perpetual wallflower Lady Elaine Warren."
2011-07-10,20,THE GIRL WHO KICKED THE HORNET’S NEST,Stieg Larsson,"In the last volume of the Millennium trilogy, Mikael Blomkvist and Lisbeth Salander are threatened by an adversary from deep within the government."
2011-09-11,1,THE HELP,Kathryn Stockett,A young white woman and two black maids in 1960s Mississippi.
2011-09-11,2,BLIND FAITH,CJ Lyons,A woman finds no closure after a man is executed for the murder of her husband and son.
2011-09-11,3,SECOND SON,Lee Child,Jack Reacher is stationed with his family on a military base in Okinawa in the mid-1970s.
2011-09-11,4,WATER FOR ELEPHANTS,Sara Gruen,"After his parents die in a car accident, a young veterinary student — and an elephant — save a Depression-era circus."
2011-09-11,5,FLASH AND BONES,Kathy Reichs,A turbocharged case unfolds for the forensic anthropologist Temperance Brennan in the series behind the TV show “Bones.”
2011-09-11,6,ONE DAY,David Nicholls,"Checking in year by year on the confused, halting romance of two children of the ’80s."
2011-09-11,7,THE ABBEY,Chris Culver,"Against orders, a former homicide detective begins an investigation into his niece’s murder."
2011-09-11,8,THE MILL RIVER RECLUSE,Darcie Chan,"Only one man knows an abused widow’s secret, which revealed will change many lives in her Vermont town."
2011-09-11,9,SARAH’S KEY,Tatiana de Rosnay,A contemporary American journalist investigates what happened to a little girl during the roundup of Jews in Paris in 1942.
2011-09-11,10,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2011-09-11,11,NOW YOU SEE HER,James Patterson and Michael Ledwidge,"Nina Bloom, who years ago changed her identity to save her life, is forced to confront the past and the killer she thought she had escaped."
2011-09-11,12,UNTIL PROVEN GUILTY,J A Jance,A Seattle homicide detective’s search for the killer of a little girl leads him into a murky world of religious fanaticism.
2011-09-11,13,A DANCE WITH DRAGONS,George R R Martin,"After a colossal battle, the Seven Kingdoms face new threats; Book 5 of “A Song of Ice and Fire.”"
2011-09-11,14,THE CONFESSION,John Grisham,"A criminal wants to save an innocent man on death row, but to do so, he must convince the authorities he’s telling the truth."
2011-09-11,15,HEARTS AFLAME,Johanna Lindsey,A beautiful captive becomes the captor of a handsome thane in the age of the Vikings.
2011-09-11,16,A CLASH OF KINGS,George RR Martin,"The second book in the Song of Ice and Fire series. Read by Roy Dotrice. 37 hours, 12 minutes unabridged."
2011-09-11,17,BLIND PURSUIT,Michael Prescott,"The psychologist Erin Reilly is abducted by a serial killer who wants her to cure him before he kills again, and if she fails, she will become his next victim."
2011-09-11,18,WICKED APPETITE,Janet Evanovich,"In Salem, Mass., Diesel must protect Elizabeth Tucker from a dangerous man who needs her help to find an ancient power source."
2011-09-11,19,SAFE HAVEN,Nicholas Sparks,The arrival of a mysterious young woman in a small North Carolina town raises questions about her past.
2011-09-11,20,STEALING FACES,Michael Prescott,A serial killer who kidnaps women in order to hunt them down in the desert is thrown off balance upon finding that he himself is being mysteriously stalked.
2011-09-11,1,THE HELP,Kathryn Stockett,A young white woman and two black maids in 1960s Mississippi.
2011-09-11,2,BLIND FAITH,CJ Lyons,A woman finds no closure after a man is executed for the murder of her husband and son.
2011-09-11,3,SECOND SON,Lee Child,Jack Reacher is stationed with his family on a military base in Okinawa in the mid-1970s.
2011-09-11,4,WATER FOR ELEPHANTS,Sara Gruen,"After his parents die in a car accident, a young veterinary student — and an elephant — save a Depression-era circus."
2011-09-11,5,FLASH AND BONES,Kathy Reichs,A turbocharged case unfolds for the forensic anthropologist Temperance Brennan in the series behind the TV show “Bones.”
2011-09-11,6,ONE DAY,David Nicholls,"Checking in year by year on the confused, halting romance of two children of the ’80s."
2011-09-11,7,THE ABBEY,Chris Culver,"Against orders, a former homicide detective begins an investigation into his niece’s murder."
2011-09-11,8,THE MILL RIVER RECLUSE,Darcie Chan,"Only one man knows an abused widow’s secret, which revealed will change many lives in her Vermont town."
2011-09-11,9,SARAH’S KEY,Tatiana de Rosnay,A contemporary American journalist investigates what happened to a little girl during the roundup of Jews in Paris in 1942.
2011-09-11,10,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2011-09-11,11,NOW YOU SEE HER,James Patterson and Michael Ledwidge,"Nina Bloom, who years ago changed her identity to save her life, is forced to confront the past and the killer she thought she had escaped."
2011-09-11,12,UNTIL PROVEN GUILTY,J A Jance,A Seattle homicide detective’s search for the killer of a little girl leads him into a murky world of religious fanaticism.
2011-09-11,13,A DANCE WITH DRAGONS,George R R Martin,"After a colossal battle, the Seven Kingdoms face new threats; Book 5 of “A Song of Ice and Fire.”"
2011-09-11,14,THE CONFESSION,John Grisham,"A criminal wants to save an innocent man on death row, but to do so, he must convince the authorities he’s telling the truth."
2011-09-11,15,HEARTS AFLAME,Johanna Lindsey,A beautiful captive becomes the captor of a handsome thane in the age of the Vikings.
2011-09-11,16,A CLASH OF KINGS,George RR Martin,"The second book in the Song of Ice and Fire series. Read by Roy Dotrice. 37 hours, 12 minutes unabridged."
2011-09-11,17,BLIND PURSUIT,Michael Prescott,"The psychologist Erin Reilly is abducted by a serial killer who wants her to cure him before he kills again, and if she fails, she will become his next victim."
2011-09-11,18,WICKED APPETITE,Janet Evanovich,"In Salem, Mass., Diesel must protect Elizabeth Tucker from a dangerous man who needs her help to find an ancient power source."
2011-09-11,19,SAFE HAVEN,Nicholas Sparks,The arrival of a mysterious young woman in a small North Carolina town raises questions about her past.
2011-09-11,20,STEALING FACES,Michael Prescott,A serial killer who kidnaps women in order to hunt them down in the desert is thrown off balance upon finding that he himself is being mysteriously stalked.
2011-09-11,1,THE HELP,Kathryn Stockett,A young white woman and two black maids in 1960s Mississippi.
2011-09-11,2,BLIND FAITH,CJ Lyons,A woman finds no closure after a man is executed for the murder of her husband and son.
2011-09-11,3,SECOND SON,Lee Child,Jack Reacher is stationed with his family on a military base in Okinawa in the mid-1970s.
2011-09-11,4,WATER FOR ELEPHANTS,Sara Gruen,"After his parents die in a car accident, a young veterinary student — and an elephant — save a Depression-era circus."
2011-09-11,5,FLASH AND BONES,Kathy Reichs,A turbocharged case unfolds for the forensic anthropologist Temperance Brennan in the series behind the TV show “Bones.”
2011-09-11,6,ONE DAY,David Nicholls,"Checking in year by year on the confused, halting romance of two children of the ’80s."
2011-09-11,7,THE ABBEY,Chris Culver,"Against orders, a former homicide detective begins an investigation into his niece’s murder."
2011-09-11,8,THE MILL RIVER RECLUSE,Darcie Chan,"Only one man knows an abused widow’s secret, which revealed will change many lives in her Vermont town."
2011-09-11,9,SARAH’S KEY,Tatiana de Rosnay,A contemporary American journalist investigates what happened to a little girl during the roundup of Jews in Paris in 1942.
2011-09-11,10,A GAME OF THRONES,George RR Martin,"In the frozen wastes to the north of Winterfell, sinister and supernatural forces are mustering."
2011-09-11,11,NOW YOU SEE HER,James Patterson and Michael Ledwidge,"Nina Bloom, who years ago changed her identity to save her life, is forced to confront the past and the killer she thought she had escaped."
2011-09-11,12,UNTIL PROVEN GUILTY,J A Jance,A Seattle homicide detective’s search for the killer of a little girl leads him into a murky world of religious fanaticism.
2011-09-11,13,A DANCE WITH DRAGONS,George R R Martin,"After a colossal battle, the Seven Kingdoms face new threats; Book 5 of “A Song of Ice and Fire.”"
2011-09-11,14,THE CONFESSION,John Grisham,"A criminal wants to save an innocent man on death row, but to do so, he must convince the authorities he’s telling the truth."
